id,opened,symbol,strategy,expiry,legs_json,net_credit,max_loss,qty,status,settle_spot,pnl_gross,fees,pnl_net,closed,context
BTC-iron_condor-20260820123804,2026-08-20T12:38:04.903430,BTC,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 74800.0, ""side"": -1, ""entry_premium"": 206.7202394, ""symbol"": ""C-BTC-74800-210826""}, {""type"": ""call"", ""strike"": 74800.0, ""side"": 1, ""entry_premium"": 206.7202394, ""symbol"": ""C-BTC-74800-210826""}, {""type"": ""put"", ""strike"": 69800.0, ""side"": -1, ""entry_premium"": 161.5775199, ""symbol"": ""P-BTC-69800-210826""}, {""type"": ""put"", ""strike"": 68400.0, ""side"": 1, ""entry_premium"": 54.92574207, ""symbol"": ""P-BTC-68400-210826""}]",0.1067,1.2933,80,settled,,0.0582,0.0119,0.0463,2026-08-20,"{""entry_spot"": 71819.5, ""entry_iv"": 56.6, ""qty"": 80, ""pop"": 0.7, ""why"": ""IV rank 94% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.1138, ""net_vega"": -0.0045, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 5.56, ""max_pain"": 70000.0, ""skew"": -12.4, ""support"": 66000.0, ""resistance"": 74800.0, ""exit"": ""TP""}"
BTC-broken_wing_butterfly-20260820123806,2026-08-20T12:38:06.904263,BTC,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 70600.0, ""side"": -1, ""entry_premium"": 324.41360462, ""symbol"": ""P-BTC-70600-210826""}, {""type"": ""put"", ""strike"": 70600.0, ""side"": -1, ""entry_premium"": 324.41360462, ""symbol"": ""P-BTC-70600-210826""}, {""type"": ""put"", ""strike"": 72800.0, ""side"": 1, ""entry_premium"": 1486.81470508, ""symbol"": ""P-BTC-72800-210826""}, {""type"": ""put"", ""strike"": 69600.0, ""side"": 1, ""entry_premium"": 134.77719155, ""symbol"": ""P-BTC-69600-210826""}]",-0.9728,0.9728,100,settled,,-0.4965,0.0243,-0.5208,2026-08-20,"{""entry_spot"": 71819.5, ""entry_iv"": 56.6, ""qty"": 100, ""pop"": 0.792, ""why"": ""trending up +13.8% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0003, ""net_theta"": 0.0209, ""net_vega"": -0.0028, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 5.56, ""max_pain"": 70000.0, ""skew"": -12.4, ""support"": 66000.0, ""resistance"": 74800.0, ""exit"": ""SL""}"
ETH-iron_condor-20260820123809,2026-08-20T12:38:09.225085,ETH,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 2380.0, ""side"": -1, ""entry_premium"": 7.44619881, ""symbol"": ""C-ETH-2380-210826""}, {""type"": ""call"", ""strike"": 2440.0, ""side"": 1, ""entry_premium"": 2.6844477, ""symbol"": ""C-ETH-2440-210826""}, {""type"": ""put"", ""strike"": 2200.0, ""side"": -1, ""entry_premium"": 7.9316021, ""symbol"": ""P-ETH-2200-210826""}, {""type"": ""put"", ""strike"": 2150.0, ""side"": 1, ""entry_premium"": 2.56740836, ""symbol"": ""P-ETH-2150-210826""}]",0.1013,0.4987,200,settled,,0.0537,0.0034,0.0503,2026-08-20,"{""entry_spot"": 2278.96, ""entry_iv"": 73.0, ""qty"": 200, ""pop"": 0.677, ""why"": ""IV rank 94% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.1052, ""net_vega"": -0.0028, ""net_gamma"": -3e-05, ""bias"": ""Bearish"", ""pcr"": 1.48, ""max_pain"": 2260.0, ""skew"": -4.4, ""support"": 2100.0, ""resistance"": 2440.0, ""exit"": ""TP""}"
ETH-broken_wing_butterfly-20260820123811,2026-08-20T12:38:11.028517,ETH,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 2220.0, ""side"": -1, ""entry_premium"": 12.06749854, ""symbol"": ""P-ETH-2220-210826""}, {""type"": ""put"", ""strike"": 2220.0, ""side"": -1, ""entry_premium"": 12.06749854, ""symbol"": ""P-ETH-2220-210826""}, {""type"": ""put"", ""strike"": 2290.0, ""side"": 1, ""entry_premium"": 40.62627597, ""symbol"": ""P-ETH-2290-210826""}, {""type"": ""put"", ""strike"": 2180.0, ""side"": 1, ""entry_premium"": 5.05968715, ""symbol"": ""P-ETH-2180-210826""}]",-0.2155,0.2155,460,settled,,-0.142,0.0056,-0.1475,2026-08-20,"{""entry_spot"": 2278.96, ""entry_iv"": 73.0, ""qty"": 460, ""pop"": 0.661, ""why"": ""trending up +21.1% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0019, ""net_theta"": 0.0049, ""net_vega"": -0.0003, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 1.48, ""max_pain"": 2260.0, ""skew"": -4.4, ""support"": 2100.0, ""resistance"": 2440.0, ""exit"": ""SL""}"
BTC-iron_condor-20260820150354,2026-08-20T15:03:54.894247,BTC,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 74400.0, ""side"": -1, ""entry_premium"": 183.75034801, ""symbol"": ""C-BTC-74400-210826""}, {""type"": ""call"", ""strike"": 74800.0, ""side"": 1, ""entry_premium"": 154.34936151, ""symbol"": ""C-BTC-74800-210826""}, {""type"": ""put"", ""strike"": 70800.0, ""side"": -1, ""entry_premium"": 130.00063071, ""symbol"": ""P-BTC-70800-210826""}, {""type"": ""put"", ""strike"": 69400.0, ""side"": 1, ""entry_premium"": 23.12153993, ""symbol"": ""P-BTC-69400-210826""}]",0.1363,1.2637,80,settled,,0.0721,0.0117,0.0604,2026-08-20,"{""entry_spot"": 72283.3, ""entry_iv"": 44.15, ""qty"": 80, ""pop"": 0.658, ""why"": ""IV rank 94% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.171, ""net_vega"": -0.0071, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 4.67, ""max_pain"": 70600.0, ""skew"": -10.4, ""support"": 67000.0, ""resistance"": 74800.0, ""exit"": ""TP""}"
ETH-broken_wing_butterfly-20260820170217,2026-08-20T17:02:17.605664,ETH,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 2290.0, ""side"": -1, ""entry_premium"": 10.47347836, ""symbol"": ""P-ETH-2290-210826""}, {""type"": ""put"", ""strike"": 2290.0, ""side"": -1, ""entry_premium"": 10.47347836, ""symbol"": ""P-ETH-2290-210826""}, {""type"": ""put"", ""strike"": 2360.0, ""side"": 1, ""entry_premium"": 40.72466811, ""symbol"": ""P-ETH-2360-210826""}, {""type"": ""put"", ""strike"": 2250.0, ""side"": 1, ""entry_premium"": 3.76036037, ""symbol"": ""P-ETH-2250-210826""}]",-0.2354,0.2354,420,settled,2339.23,-0.0277,0.0356,-0.0633,2026-08-21,"{""entry_spot"": 2342.18, ""entry_iv"": 62.4, ""qty"": 420, ""pop"": 0.684, ""why"": ""trending up +24.4% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0021, ""net_theta"": 0.0165, ""net_vega"": -0.0005, ""net_gamma"": -1e-05, ""bias"": ""Bearish"", ""pcr"": 1.79, ""max_pain"": 2290.0, ""skew"": -4.4, ""support"": 2100.0, ""resistance"": 2440.0}"
ETH-iron_condor_wk-20260820170219,2026-08-20T17:02:19.450378,ETH,iron_condor_wk,2026-08-28,"[{""type"": ""call"", ""strike"": 2600.0, ""side"": -1, ""entry_premium"": 21.00031568, ""symbol"": ""C-ETH-2600-280826""}, {""type"": ""call"", ""strike"": 2600.0, ""side"": 1, ""entry_premium"": 21.00031568, ""symbol"": ""C-ETH-2600-280826""}, {""type"": ""put"", ""strike"": 2150.0, ""side"": -1, ""entry_premium"": 16.21172023, ""symbol"": ""P-ETH-2150-280826""}, {""type"": ""put"", ""strike"": 2100.0, ""side"": 1, ""entry_premium"": 10.2739219, ""symbol"": ""P-ETH-2100-280826""}]",0.0594,0.4406,230,settled,,0.0314,0.0262,0.0051,2026-08-21,"{""entry_spot"": 2342.18, ""entry_iv"": 59.1, ""qty"": 230, ""pop"": 0.682, ""why"": ""IV rank 94% rich \u2014 sell premium"", ""expiry_type"": ""weekly"", ""net_delta"": 0.0005, ""net_theta"": 0.0065, ""net_vega"": -0.0019, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 2.3, ""max_pain"": 2200.0, ""skew"": -7.4, ""support"": 1700.0, ""resistance"": 2700.0, ""exit"": ""TP""}"
BTC-broken_wing_butterfly-20260820181322,2026-08-20T18:13:22.558585,BTC,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 71600.0, ""side"": -1, ""entry_premium"": 169.68452923, ""symbol"": ""P-BTC-71600-210826""}, {""type"": ""put"", ""strike"": 71600.0, ""side"": -1, ""entry_premium"": 169.68452923, ""symbol"": ""P-BTC-71600-210826""}, {""type"": ""put"", ""strike"": 73800.0, ""side"": 1, ""entry_premium"": 1476.16275503, ""symbol"": ""P-BTC-73800-210826""}, {""type"": ""put"", ""strike"": 70600.0, ""side"": 1, ""entry_premium"": 43.58794476, ""symbol"": ""P-BTC-70600-210826""}]",-1.1804,1.1804,80,settled,,-0.767,0.023,-0.79,2026-08-21,"{""entry_spot"": 72494.3, ""entry_iv"": 34.35, ""qty"": 80, ""pop"": 0.87, ""why"": ""trending up +14.9% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0004, ""net_theta"": 0.0978, ""net_vega"": -0.0062, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 4.2, ""max_pain"": 71600.0, ""skew"": -6.7, ""support"": 69000.0, ""resistance"": 74800.0, ""exit"": ""SL""}"
BTC-iron_condor-20260820190047,2026-08-20T19:00:47.387766,BTC,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 74000.0, ""side"": -1, ""entry_premium"": 115.96542746, ""symbol"": ""C-BTC-74000-210826""}, {""type"": ""call"", ""strike"": 74800.0, ""side"": 1, ""entry_premium"": 58.1405444, ""symbol"": ""C-BTC-74800-210826""}, {""type"": ""put"", ""strike"": 71200.0, ""side"": -1, ""entry_premium"": 89.60201405, ""symbol"": ""P-BTC-71200-210826""}, {""type"": ""put"", ""strike"": 69800.0, ""side"": 1, ""entry_premium"": 21.36569157, ""symbol"": ""P-BTC-69800-210826""}]",0.1261,1.2739,80,settled,73713.9,0.1261,0.0118,0.1143,2026-08-21,"{""entry_spot"": 72404.6, ""entry_iv"": 32.5, ""qty"": 80, ""pop"": 0.703, ""why"": ""IV rank 94% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": 0.1844, ""net_vega"": -0.0076, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 4.72, ""max_pain"": 72000.0, ""skew"": -5.4, ""support"": 69000.0, ""resistance"": 74800.0}"
ETH-iron_condor-20260820200414,2026-08-20T20:04:14.546298,ETH,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 2390.0, ""side"": -1, ""entry_premium"": 4.42008291, ""symbol"": ""C-ETH-2390-210826""}, {""type"": ""call"", ""strike"": 2440.0, ""side"": 1, ""entry_premium"": 1.59580033, ""symbol"": ""C-ETH-2440-210826""}, {""type"": ""put"", ""strike"": 2270.0, ""side"": -1, ""entry_premium"": 4.80447544, ""symbol"": ""P-ETH-2270-210826""}, {""type"": ""put"", ""strike"": 2220.0, ""side"": 1, ""entry_premium"": 0.81894205, ""symbol"": ""P-ETH-2220-210826""}]",0.0681,0.4319,230,settled,,0.0347,0.003,0.0317,2026-08-20,"{""entry_spot"": 2323.56, ""entry_iv"": 46.55, ""qty"": 230, ""pop"": 0.695, ""why"": ""IV rank 89% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0004, ""net_theta"": 0.1141, ""net_vega"": -0.0028, ""net_gamma"": -5e-05, ""bias"": ""Bearish"", ""pcr"": 1.93, ""max_pain"": 2300.0, ""skew"": -2.4, ""support"": 2200.0, ""resistance"": 2440.0, ""exit"": ""TP""}"
XAUTUSD-gold_ema-20260820222305,2026-08-20T22:23:05.471504,XAUTUSD,gold_ema,perpetual,"[{""type"": ""future"", ""strike"": 4500.27, ""side"": 1, ""entry_premium"": 4500.27, ""symbol"": ""XAUTUSD""}]",0.0,10.0,1,settled,4531.66,24.9959,4.2434,20.7525,2026-08-21,"{""entry_spot"": 4500.27, ""direction"": 1, ""sl"": 4487.71, ""tp"": 4531.66, ""qty_oz"": 0.7963, ""e20"": 4500.26, ""e50"": 4492.2, ""why"": ""20/50 EMA 3rd retest""}"
ETH-iron_condor-20260820225348,2026-08-20T22:53:48.425889,ETH,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 2370.0, ""side"": -1, ""entry_premium"": 3.5451641, ""symbol"": ""C-ETH-2370-210826""}, {""type"": ""call"", ""strike"": 2400.0, ""side"": 1, ""entry_premium"": 1.12744238, ""symbol"": ""C-ETH-2400-210826""}, {""type"": ""put"", ""strike"": 2270.0, ""side"": -1, ""entry_premium"": 3.20354844, ""symbol"": ""P-ETH-2270-210826""}, {""type"": ""put"", ""strike"": 2220.0, ""side"": 1, ""entry_premium"": 0.30505326, ""symbol"": ""P-ETH-2220-210826""}]",0.0532,0.4468,220,settled,2339.23,0.0532,0.0034,0.0498,2026-08-21,"{""entry_spot"": 2318.11, ""entry_iv"": 37.5, ""qty"": 220, ""pop"": 0.715, ""why"": ""IV rank 89% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0003, ""net_theta"": 0.123, ""net_vega"": -0.0027, ""net_gamma"": -7e-05, ""bias"": ""Bearish"", ""pcr"": 1.94, ""max_pain"": 2300.0, ""skew"": -1.1, ""support"": 2200.0, ""resistance"": 2440.0}"
BTC-broken_wing_butterfly-20260821010137,2026-08-21T01:01:37.045336,BTC,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 72800.0, ""side"": -1, ""entry_premium"": 160.30120637, ""symbol"": ""P-BTC-72800-210826""}, {""type"": ""put"", ""strike"": 72800.0, ""side"": -1, ""entry_premium"": 160.30120637, ""symbol"": ""P-BTC-72800-210826""}, {""type"": ""put"", ""strike"": 75000.0, ""side"": 1, ""entry_premium"": 1390.42725676, ""symbol"": ""P-BTC-75000-210826""}, {""type"": ""put"", ""strike"": 71600.0, ""side"": 1, ""entry_premium"": 38.62623433, ""symbol"": ""P-BTC-71600-210826""}]",-1.1085,1.1085,90,settled,73713.9,0.1776,0.1254,0.0523,2026-08-21,"{""entry_spot"": 73713.9, ""entry_iv"": 60.6, ""qty"": 90, ""pop"": 0.908, ""why"": ""trending up +17.2% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0005, ""net_theta"": 0.2817, ""net_vega"": -0.0062, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 6.06, ""max_pain"": 72200.0, ""skew"": -0.2, ""support"": 69400.0, ""resistance"": 74800.0}"
BTC-iron_condor-20260821023612,2026-08-21T02:36:12.327739,BTC,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 76400.0, ""side"": -1, ""entry_premium"": 130.2285398, ""symbol"": ""C-BTC-76400-210826""}, {""type"": ""call"", ""strike"": 77200.0, ""side"": 1, ""entry_premium"": 57.65730643, ""symbol"": ""C-BTC-77200-210826""}, {""type"": ""put"", ""strike"": 73200.0, ""side"": -1, ""entry_premium"": 127.8065639, ""symbol"": ""P-BTC-73200-210826""}, {""type"": ""put"", ""strike"": 71800.0, ""side"": 1, ""entry_premium"": 42.25626219, ""symbol"": ""P-BTC-71800-210826""}]",0.1581,1.2419,80,settled,74732.6,0.1581,0.0148,0.1433,2026-08-21,"{""entry_spot"": 74732.6, ""entry_iv"": 71.3, ""qty"": 80, ""pop"": 0.687, ""why"": ""IV rank 100% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": 0.3956, ""net_vega"": -0.0056, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 7.17, ""max_pain"": 72800.0, ""skew"": -1.7, ""support"": 71000.0, ""resistance"": 77200.0}"
BTC-broken_wing_butterfly-20260821023614,2026-08-21T02:36:14.160099,BTC,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 73800.0, ""side"": -1, ""entry_premium"": 228.82781057, ""symbol"": ""P-BTC-73800-210826""}, {""type"": ""put"", ""strike"": 73800.0, ""side"": -1, ""entry_premium"": 228.82781057, ""symbol"": ""P-BTC-73800-210826""}, {""type"": ""put"", ""strike"": 76000.0, ""side"": 1, ""entry_premium"": 1444.90847194, ""symbol"": ""P-BTC-76000-210826""}, {""type"": ""put"", ""strike"": 72600.0, ""side"": 1, ""entry_premium"": 76.7818135, ""symbol"": ""P-BTC-72600-210826""}]",-1.064,1.064,90,settled,74732.6,0.2034,0.1341,0.0693,2026-08-21,"{""entry_spot"": 74732.6, ""entry_iv"": 71.3, ""qty"": 90, ""pop"": 0.897, ""why"": ""trending up +18.8% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0004, ""net_theta"": 0.299, ""net_vega"": -0.0049, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 7.17, ""max_pain"": 72800.0, ""skew"": -1.7, ""support"": 71000.0, ""resistance"": 77200.0}"
ETH-iron_condor-20260821023616,2026-08-21T02:36:16.246073,ETH,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 2400.0, ""side"": -1, ""entry_premium"": 4.7538665, ""symbol"": ""C-ETH-2400-210826""}, {""type"": ""call"", ""strike"": 2440.0, ""side"": 1, ""entry_premium"": 1.93063949, ""symbol"": ""C-ETH-2440-210826""}, {""type"": ""put"", ""strike"": 2310.0, ""side"": -1, ""entry_premium"": 2.89195135, ""symbol"": ""P-ETH-2310-210826""}, {""type"": ""put"", ""strike"": 2260.0, ""side"": 1, ""entry_premium"": 0.24075003, ""symbol"": ""P-ETH-2260-210826""}]",0.0547,0.4453,220,settled,2358.56,0.0547,0.0041,0.0507,2026-08-21,"{""entry_spot"": 2358.56, ""entry_iv"": 72.2, ""qty"": 220, ""pop"": 0.684, ""why"": ""IV rank 100% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0002, ""net_theta"": 0.1509, ""net_vega"": -0.0023, ""net_gamma"": -7e-05, ""bias"": ""Bearish"", ""pcr"": 1.9, ""max_pain"": 2330.0, ""skew"": -2.8, ""support"": 2200.0, ""resistance"": 2440.0}"
ETH-broken_wing_butterfly-20260821023617,2026-08-21T02:36:17.934215,ETH,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 2330.0, ""side"": -1, ""entry_premium"": 6.70159933, ""symbol"": ""P-ETH-2330-210826""}, {""type"": ""put"", ""strike"": 2330.0, ""side"": -1, ""entry_premium"": 6.70159933, ""symbol"": ""P-ETH-2330-210826""}, {""type"": ""put"", ""strike"": 2400.0, ""side"": 1, ""entry_premium"": 45.93021683, ""symbol"": ""P-ETH-2400-210826""}, {""type"": ""put"", ""strike"": 2290.0, ""side"": 1, ""entry_premium"": 1.12230035, ""symbol"": ""P-ETH-2290-210826""}]",-0.3365,0.3365,300,settled,2358.56,0.0779,0.0421,0.0358,2026-08-21,"{""entry_spot"": 2358.56, ""entry_iv"": 72.2, ""qty"": 300, ""pop"": 0.875, ""why"": ""trending up +25.7% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0035, ""net_theta"": 0.1422, ""net_vega"": -0.002, ""net_gamma"": -6e-05, ""bias"": ""Bearish"", ""pcr"": 1.9, ""max_pain"": 2330.0, ""skew"": -2.8, ""support"": 2200.0, ""resistance"": 2440.0}"
BTC-iron_condor-20260821033509,2026-08-21T03:35:09.548690,BTC,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 75800.0, ""side"": -1, ""entry_premium"": 115.69746065, ""symbol"": ""C-BTC-75800-210826""}, {""type"": ""call"", ""strike"": 77200.0, ""side"": 1, ""entry_premium"": 20.73956203, ""symbol"": ""C-BTC-77200-210826""}, {""type"": ""put"", ""strike"": 73400.0, ""side"": -1, ""entry_premium"": 107.97778396, ""symbol"": ""P-BTC-73400-210826""}, {""type"": ""put"", ""strike"": 72000.0, ""side"": 1, ""entry_premium"": 21.89488072, ""symbol"": ""P-BTC-72000-210826""}]",0.181,1.219,80,settled,74587.1,0.181,0.011,0.17,2026-08-21,"{""entry_spot"": 74587.1, ""entry_iv"": 58.95, ""qty"": 80, ""pop"": 0.663, ""why"": ""IV rank 100% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": -0.0, ""net_theta"": 0.5592, ""net_vega"": -0.0079, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 5.45, ""max_pain"": 73000.0, ""skew"": -0.8, ""support"": 71000.0, ""resistance"": 77200.0}"
BTC-broken_wing_butterfly-20260821033511,2026-08-21T03:35:11.593375,BTC,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 73800.0, ""side"": -1, ""entry_premium"": 180.0343243, ""symbol"": ""P-BTC-73800-210826""}, {""type"": ""put"", ""strike"": 73800.0, ""side"": -1, ""entry_premium"": 180.0343243, ""symbol"": ""P-BTC-73800-210826""}, {""type"": ""put"", ""strike"": 76000.0, ""side"": 1, ""entry_premium"": 1501.84467249, ""symbol"": ""P-BTC-76000-210826""}, {""type"": ""put"", ""strike"": 72600.0, ""side"": 1, ""entry_premium"": 41.0818528, ""symbol"": ""P-BTC-72600-210826""}]",-1.1829,1.1829,80,settled,74587.1,0.23,0.1369,0.0931,2026-08-21,"{""entry_spot"": 74587.1, ""entry_iv"": 58.95, ""qty"": 80, ""pop"": 0.93, ""why"": ""trending up +18.6% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0004, ""net_theta"": 0.4228, ""net_vega"": -0.0066, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 5.45, ""max_pain"": 73000.0, ""skew"": -0.8, ""support"": 71000.0, ""resistance"": 77200.0}"
ETH-iron_condor-20260821033514,2026-08-21T03:35:14.047634,ETH,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 2390.0, ""side"": -1, ""entry_premium"": 3.83211845, ""symbol"": ""C-ETH-2390-210826""}, {""type"": ""call"", ""strike"": 2440.0, ""side"": 1, ""entry_premium"": 1.12187898, ""symbol"": ""C-ETH-2440-210826""}, {""type"": ""put"", ""strike"": 2310.0, ""side"": -1, ""entry_premium"": 2.97794143, ""symbol"": ""P-ETH-2310-210826""}, {""type"": ""put"", ""strike"": 2260.0, ""side"": 1, ""entry_premium"": 0.19805698, ""symbol"": ""P-ETH-2260-210826""}]",0.0549,0.4451,220,settled,2350.79,0.0549,0.0034,0.0515,2026-08-21,"{""entry_spot"": 2350.79, ""entry_iv"": 64.5, ""qty"": 220, ""pop"": 0.682, ""why"": ""IV rank 100% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0001, ""net_theta"": 0.1772, ""net_vega"": -0.0025, ""net_gamma"": -9e-05, ""bias"": ""Bearish"", ""pcr"": 1.81, ""max_pain"": 2330.0, ""skew"": -2.1, ""support"": 2200.0, ""resistance"": 2440.0}"
ETH-broken_wing_butterfly-20260821033515,2026-08-21T03:35:15.979611,ETH,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 2320.0, ""side"": -1, ""entry_premium"": 4.81465771, ""symbol"": ""P-ETH-2320-210826""}, {""type"": ""put"", ""strike"": 2320.0, ""side"": -1, ""entry_premium"": 4.81465771, ""symbol"": ""P-ETH-2320-210826""}, {""type"": ""put"", ""strike"": 2390.0, ""side"": 1, ""entry_premium"": 42.8970667, ""symbol"": ""P-ETH-2390-210826""}, {""type"": ""put"", ""strike"": 2280.0, ""side"": 1, ""entry_premium"": 0.59936363, ""symbol"": ""P-ETH-2280-210826""}]",-0.3387,0.3387,300,settled,2350.79,0.0534,0.0381,0.0153,2026-08-21,"{""entry_spot"": 2350.79, ""entry_iv"": 64.5, ""qty"": 300, ""pop"": 0.868, ""why"": ""trending up +25.3% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0044, ""net_theta"": 0.1372, ""net_vega"": -0.0018, ""net_gamma"": -7e-05, ""bias"": ""Bearish"", ""pcr"": 1.81, ""max_pain"": 2330.0, ""skew"": -2.1, ""support"": 2200.0, ""resistance"": 2440.0}"
BTC-iron_condor-20260821042237,2026-08-21T04:22:37.410510,BTC,iron_condor,2026-08-21,"[{""type"": ""call"", ""strike"": 76200.0, ""side"": -1, ""entry_premium"": 94.34055146, ""symbol"": ""C-BTC-76200-210826""}, {""type"": ""call"", ""strike"": 77200.0, ""side"": 1, ""entry_premium"": 23.3645735, ""symbol"": ""C-BTC-77200-210826""}, {""type"": ""put"", ""strike"": 73800.0, ""side"": -1, ""entry_premium"": 106.02038767, ""symbol"": ""P-BTC-73800-210826""}, {""type"": ""put"", ""strike"": 72400.0, ""side"": 1, ""entry_premium"": 18.87023404, ""symbol"": ""P-BTC-72400-210826""}]",0.1581,1.2419,80,settled,74909.8,0.1581,0.01,0.1481,2026-08-21,"{""entry_spot"": 74909.8, ""entry_iv"": 56.5, ""qty"": 80, ""pop"": 0.682, ""why"": ""IV rank 100% rich \u2014 sell premium"", ""expiry_type"": ""daily"", ""net_delta"": 0.0, ""net_theta"": 0.5538, ""net_vega"": -0.007, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 4.67, ""max_pain"": 73800.0, ""skew"": -1.7, ""support"": 71000.0, ""resistance"": 77200.0}"
BTC-broken_wing_butterfly-20260821042239,2026-08-21T04:22:39.126999,BTC,broken_wing_butterfly,2026-08-21,"[{""type"": ""put"", ""strike"": 74200.0, ""side"": -1, ""entry_premium"": 182.62044672, ""symbol"": ""P-BTC-74200-210826""}, {""type"": ""put"", ""strike"": 74200.0, ""side"": -1, ""entry_premium"": 182.62044672, ""symbol"": ""P-BTC-74200-210826""}, {""type"": ""put"", ""strike"": 76400.0, ""side"": 1, ""entry_premium"": 1561.18139292, ""symbol"": ""P-BTC-76400-210826""}, {""type"": ""put"", ""strike"": 73000.0, ""side"": 1, ""entry_premium"": 36.86553408, ""symbol"": ""P-BTC-73000-210826""}]",-1.2328,1.2328,80,settled,74909.8,0.2574,0.1426,0.1148,2026-08-21,"{""entry_spot"": 74909.8, ""entry_iv"": 56.5, ""qty"": 80, ""pop"": 0.947, ""why"": ""trending up +19.1% \u2014 skewed fly"", ""expiry_type"": ""daily"", ""net_delta"": -0.0004, ""net_theta"": 0.5286, ""net_vega"": -0.0073, ""net_gamma"": -0.0, ""bias"": ""Bearish"", ""pcr"": 4.67, ""max_pain"": 73800.0, ""skew"": -1.7, ""support"": 71000.0, ""resistance"": 77200.0}"
